date,sge,xau,lon,ano
2020-08-11,1937.44,1909.3,1996.6,
2020-08-11,1937.44,1909.3,1996.6,
2020-08-12,1818.93,1922.09,1931.7,
2020-08-12,1818.93,1922.09,1931.7,
2020-08-13,1849.41,1957.49,1931,
2020-08-13,1849.41,1957.49,1931,
2020-08-14,1867.45,1944.27,1948.3,
2020-08-14,1867.45,1944.27,1948.3,
2020-08-17,1883.63,1983.73,1949.85,
2020-08-17,1883.63,1983.73,1949.85,
2020-08-18,1927.17,2005.4,2005.15,
2020-08-18,1927.17,2005.4,2005.15,
2020-08-19,1903.85,1927.55,1993.15,
2020-08-19,1903.85,1927.55,1993.15,
2020-08-20,1862.48,1952.5,1928.05,
2020-08-20,1862.48,1952.5,1928.05,
2020-08-21,1869.32,1940.9,1932.85,
2020-08-21,1869.32,1940.9,1932.85,
2020-08-24,1854.39,1930.15,1947.55,
2020-08-24,1854.39,1930.15,1947.55,
2020-08-25,1860.92,1929.8,1925.45,
2020-08-25,1860.92,1929.8,1925.45,
2020-08-26,1859.37,1953.67,1918.5,
2020-08-26,1859.37,1953.67,1918.5,
2020-08-27,1884.56,1928.18,1938.8,
2020-08-27,1884.56,1928.18,1938.8,
2020-08-28,1889.23,1964.77,1955.85,
2020-08-28,1889.23,1964.77,1955.85,
2020-08-31,1901.05,1967.8,1955.85,
2020-09-01,1929.35,1972.58,1987.95,
2020-09-02,1910.07,1944.84,1969,
2020-09-03,1872.74,1927.43,1934.1,
2020-09-04,1880.52,1933.52,1937.6,
2020-09-07,1881.76,1930.84,1928.4,
2020-09-08,1884.25,1930.53,1920.6,
2020-09-09,1877.41,1947.44,1928.4,
2020-09-10,1896.07,1943.98,1944.8,
2020-09-11,1890.78,1940.43,1944.5,
2020-09-14,1895.45,1957.4,1942.3,
2020-09-15,1911.31,1953.92,1963.55,
2020-09-16,1911.62,1959.86,1964.8,
2020-09-17,1898.25,1947.17,1936.1,
2020-09-18,1907.89,1950.39,1954.75,
2020-09-21,1906.64,1917.23,1930.9,
2020-09-22,1859.6485,1904.4,1903.1,
2020-09-23,1825.5335,1855.03,1888.1,
2020-09-24,1798.785,1867.99,1850.75,
2020-09-25,1822.4395,1861.33,1870.05,
2020-09-28,1817.7935,1882.46,1850.95,
2020-09-29,1841.267,1896.8,1882.4,
2020-09-30,1849.035,1887.78,1883.4,
2020-10-01,1849.035,1903.73,1895.55,CN Nat.Day
2020-10-02,1849.035,1899.66,1906.4, 
2020-10-05,1849.035,1912.4,1899.65, 
2020-10-06,1849.035,1880.15,1912.5, 
2020-10-07,1849.035,1886.7,1912.5, 
2020-10-08,1849.035,1895.3,1891.35, 
2020-10-09,1878.563,1930.33,1912.4,
2020-10-12,1884.707,1924.9,1919.8,
2020-10-13,1874.743,1891.9,1920.8,
